id,make,model,trim,type,price,mileage,src,year,image-type
5536,MAZDA,MAZDA3,I Touring,sedan,13700,50046,cdnblob.carvana.io/2000228010/post-large/normalized/cropped/2000228010-edc-02.jpg?v=2019.1.24_19.49.59,2015,original
5537,LEXUS,ES,ES 300h,sedan,22800,42403,cdnblob.carvana.io/2000224632/post-large/normalized/cropped/2000224632-edc-02.jpg?v=2019.1.24_13.14.19,2015,original
5538,BMW,5 SERIES,535i,sedan,28600,37695,cdnblob.carvana.io/2000224503/post-large/normalized/cropped/2000224503-edc-02.jpg?v=2019.1.2_14.17.0,2016,original
5539,NISSAN,MAXIMA,SV,sedan,19100,49204,cdnblob.carvana.io/2000219102/post-large/normalized/cropped/2000219102-edc-02.jpg?v=2019.3.22_13.3.48,2016,original
5540,KIA,FORTE,LX,sedan,12700,23216,cdnblob.carvana.io/2000222286/post-large/normalized/cropped/2000222286-edc-02.jpg?v=2019.3.22_18.24.16,2016,original
5541,FORD,FUSION,SE,sedan,14300,27152,cdnblob.carvana.io/2000220870/post-large/normalized/cropped/2000220870-edc-02.jpg?v=2018.12.21_18.58.6,2016,original
5542,NISSAN,VERSA,S,sedan,8800,59442,cdnblob.carvana.io/2000222713/post-large/normalized/cropped/2000222713-edc-02.jpg?v=2019.1.15_2.2.41,2016,original
5543,ACURA,ILX,ILX,sedan,17900,21896,cdnblob.carvana.io/2000222582/post-large/normalized/cropped/2000222582-edc-02.jpg?v=2019.1.7_17.17.44,2016,original
5544,NISSAN,SENTRA,SR,sedan,13100,37393,cdnblob.carvana.io/2000217477/post-large/normalized/cropped/2000217477-edc-02.jpg?v=2019.3.4_23.2.24,2017,original
5545,MERCEDES-BENZ,C-CLASS,C 300,sedan,20100,42870,cdnblob.carvana.io/2000198134/post-large/normalized/cropped/2000198134-edc-02.jpg?v=2018.12.26_16.12.47,2015,original
5546,TOYOTA,CAMRY,XSE,sedan,16400,37613,cdnblob.carvana.io/2000214766/post-large/normalized/cropped/2000214766-edc-02.jpg?v=2018.12.13_15.18.37,2016,original
5547,LINCOLN,MKZ,Select,sedan,23700,12218,cdnblob.carvana.io/2000216807/post-large/normalized/cropped/2000216807-edc-02.jpg?v=2019.1.12_10.19.19,2017,original
5548,VOLKSWAGEN,PASSAT,2.5L SE,sedan,13700,34564,cdnblob.carvana.io/2000206665/post-large/normalized/cropped/2000206665-edc-02.jpg?v=2019.4.4_4.27.49,2014,original
5549,LEXUS,ES,ES 350,sedan,25900,20068,cdnblob.carvana.io/2000218661/post-large/normalized/cropped/2000218661-edc-02.jpg?v=2019.1.3_9.19.59,2016,original
5550,KIA,RIO,LX,sedan,10900,43091,cdnblob.carvana.io/2000211982/post-large/normalized/cropped/2000211982-edc-02.jpg?v=2019.2.28_21.42.27,2017,original
5551,KIA,FORTE,LX,sedan,13800,11561,cdnblob.carvana.io/2000210239/post-large/normalized/cropped/2000210239-edc-02.jpg?v=2019.2.3_2.29.47,2018,original
5552,HYUNDAI,SONATA,SE,sedan,13600,36365,cdnblob.carvana.io/2000208660/post-large/normalized/cropped/2000208660-edc-02.jpg?v=2018.12.28_16.3.54,2016,original
5553,BMW,7 SERIES,Alpina B7 XDrive,sedan,39900,57791,cdnblob.carvana.io/2000205930/post-large/normalized/cropped/2000205930-edc-02.jpg?v=2019.2.3_1.9.4,2013,original
5554,NISSAN,ALTIMA,2.5 SL,sedan,15200,46024,cdnblob.carvana.io/2000195491/post-large/normalized/cropped/2000195491-edc-02.jpg?v=2019.2.3_1.8.43,2017,original
5555,HONDA,CIVIC,Natural Gas,sedan,10600,48254,cdnblob.carvana.io/2000175679/post-large/normalized/cropped/2000175679-edc-02.jpg?v=2019.2.3_0.1.10,2012,original
5556,DODGE,DART,SXT,sedan,9200,67183,cdnblob.carvana.io/2000168928/post-large/normalized/cropped/2000168928-edc-02.jpg?v=2019.2.5_18.31.43,2013,original
5557,INFINITI,Q50,3.7,sedan,18400,55000,cdnblob.carvana.io/2000163292/post-large/normalized/cropped/2000163292-edc-02.jpg?v=2019.2.3_1.45.5,2015,original
5558,AUDI,A4,Premium Plus,sedan,21900,27331,cdnblob.carvana.io/2000080004/post-large/normalized/cropped/2000080004-edc-02.jpg?v=2019.2.2_22.48.11,2014,original
5559,HONDA,ACCORD,Touring,sedan,22600,48279,cdnblob.carvana.io/2000215436/post-large/normalized/cropped/2000215436-edc-02.jpg?v=2019.4.9_1.1.8,2016,original
5560,TOYOTA,COROLLA,LE,sedan,13400,45313,cdnblob.carvana.io/2000282859/post-large/normalized/cropped/2000282859-edc-02.jpg?v=2019.4.10_0.41.26,2017,original
5561,CADILLAC,ATS,2.5L Standard,sedan,17800,39209,cdnblob.carvana.io/2000263610/post-large/normalized/cropped/2000263610-edc-02.jpg?v=2019.4.9_5.28.32,2016,original
5562,CHRYSLER,300,300 Touring L,sedan,18600,32500,cdnblob.carvana.io/2000278117/post-large/normalized/cropped/2000278117-edc-02.jpg?v=2019.4.1_17.51.19,2018,original
5563,HONDA,ACCORD,EX-L,sedan,22900,31636,cdnblob.carvana.io/2000280628/post-large/normalized/cropped/2000280628-edc-02.jpg?v=2019.4.4_6.31.45,2017,original
5564,CHRYSLER,300,300 Touring,sedan,18500,31432,cdnblob.carvana.io/2000278164/post-large/normalized/cropped/2000278164-edc-02.jpg?v=2019.3.26_20.1.24,2018,original
5565,CHRYSLER,300,300 Touring,sedan,18200,33973,cdnblob.carvana.io/2000278101/post-large/normalized/cropped/2000278101-edc-02.jpg?v=2019.3.29_12.40.5,2018,original
5566,VOLKSWAGEN,PASSAT,1.8T S,sedan,13500,34259,cdnblob.carvana.io/2000263012/post-large/normalized/cropped/2000263012-edc-02.jpg?v=2019.3.26_12.38.57,2016,original
5567,CADILLAC,ATS,2.0L Turbo Standard,sedan,20500,26553,cdnblob.carvana.io/2000273671/post-large/normalized/cropped/2000273671-edc-02.jpg?v=2019.4.12_4.31.41,2016,original
5568,FORD,FUSION,SE Hybrid,sedan,14900,35448,cdnblob.carvana.io/2000274291/post-large/normalized/cropped/2000274291-edc-02.jpg?v=2019.4.2_14.4.46,2016,original
5569,AUDI,S4,Prestige,sedan,26500,46761,cdnblob.carvana.io/2000253352/post-large/normalized/cropped/2000253352-edc-02.jpg?v=2019.3.28_19.0.10,2013,original
5570,ACURA,TLX,3.5,sedan,21300,30620,cdnblob.carvana.io/2000272909/post-large/normalized/cropped/2000272909-edc-02.jpg?v=2019.3.27_8.22.40,2016,original
5571,LEXUS,IS,IS 300,sedan,35500,8102,cdnblob.carvana.io/2000273883/post-large/normalized/cropped/2000273883-edc-02.jpg?v=2019.4.12_4.6.42,2018,original
5572,FORD,FUSION ENERGI,Plug-In Hybrid SE Luxury,sedan,18000,27201,cdnblob.carvana.io/2000272797/post-large/normalized/cropped/2000272797-edc-02.jpg?v=2019.3.25_22.17.33,2017,original
5573,FORD,FUSION ENERGI,Plug-In Hybrid SE Luxury,sedan,15200,30716,cdnblob.carvana.io/2000263613/post-large/normalized/cropped/2000263613-edc-02.jpg?v=2019.3.16_0.27.29,2016,original
5574,LINCOLN,MKZ,MKZ,sedan,15700,76685,cdnblob.carvana.io/2000266096/post-large/normalized/cropped/2000266096-edc-02.jpg?v=2019.4.11_13.39.42,2013,original
5575,VOLKSWAGEN,JETTA,2.0T GLI SE,sedan,18800,22980,cdnblob.carvana.io/2000264019/post-large/normalized/cropped/2000264019-edc-02.jpg?v=2019.3.15_13.2.19,2016,original
5576,FORD,FOCUS,SE,sedan,8600,73336,cdnblob.carvana.io/2000263078/post-large/normalized/cropped/2000263078-edc-02.jpg?v=2019.4.3_15.5.42,2014,original
5577,ACURA,TLX,3.5,sedan,22300,22332,cdnblob.carvana.io/2000262920/post-large/normalized/cropped/2000262920-edc-02.jpg?v=2019.3.13_0.45.30,2016,original
5578,TOYOTA,COROLLA,L,sedan,12500,48382,cdnblob.carvana.io/2000262773/post-large/normalized/cropped/2000262773-edc-02.jpg?v=2019.3.14_18.58.43,2016,original
5579,FORD,FOCUS,SE,sedan,8200,61224,cdnblob.carvana.io/2000251154/post-large/normalized/cropped/2000251154-edc-02.jpg?v=2019.4.9_7.7.25,2012,original
5580,FORD,FUSION,S,sedan,13700,22627,cdnblob.carvana.io/2000259111/post-large/normalized/cropped/2000259111-edc-02.jpg?v=2019.3.28_18.55.46,2016,original
5581,FORD,FIESTA,SE,sedan,11700,29260,cdnblob.carvana.io/2000254567/post-large/normalized/cropped/2000254567-edc-02.jpg?v=2019.3.13_6.28.40,2017,original
5582,TOYOTA,COROLLA,LE,sedan,11700,67191,cdnblob.carvana.io/2000254672/post-large/normalized/cropped/2000254672-edc-02.jpg?v=2019.3.18_18.38.41,2016,original
5583,LINCOLN,MKZ,MKZ,sedan,21200,8193,cdnblob.carvana.io/2000249017/post-large/normalized/cropped/2000249017-edc-02.jpg?v=2019.2.19_18.27.47,2016,original
5584,CADILLAC,ATS,2.0L Turbo Performance,sedan,18600,64859,cdnblob.carvana.io/2000242642/post-large/normalized/cropped/2000242642-edc-02.jpg?v=2019.3.28_18.49.35,2015,original
5585,CHRYSLER,300,300S,sedan,23000,14884,cdnblob.carvana.io/2000243230/post-large/normalized/cropped/2000243230-edc-02.jpg?v=2019.2.11_23.1.42,2016,original
5586,TOYOTA,COROLLA,LE,sedan,14500,10500,cdnblob.carvana.io/2000244772/post-large/normalized/cropped/2000244772-edc-02.jpg?v=2019.2.1_0.56.8,2016,original
5587,FORD,FOCUS,SE,sedan,11200,48220,cdnblob.carvana.io/2000240897/post-large/normalized/cropped/2000240897-edc-02.jpg?v=2019.2.18_13.20.45,2016,original
5588,TOYOTA,COROLLA,S Plus,sedan,13700,49816,cdnblob.carvana.io/2000222292/post-large/normalized/cropped/2000222292-edc-02.jpg?v=2019.2.25_20.40.56,2015,original
5589,AUDI,A7,Competition Prestige,sedan,51800,21674,cdnblob.carvana.io/2000199184/post-large/normalized/cropped/2000199184-edc-02.jpg?v=2019.2.3_1.45.18,2017,original
5590,VOLKSWAGEN,JETTA,1.8T SEL,sedan,15500,17197,cdnblob.carvana.io/2000200095/post-large/normalized/cropped/2000200095-edc-02.jpg?v=2019.1.8_2.18.39,2016,original
5591,FORD,FOCUS,SE,sedan,11300,34482,cdnblob.carvana.io/2000167514/post-large/normalized/cropped/2000167514-edc-02.jpg?v=2019.2.3_1.37.5,2015,original
5592,NISSAN,ALTIMA,2.5 SV,sedan,12900,41135,cdnblob.carvana.io/2000283100/post-large/normalized/cropped/2000283100-edc-02.jpg?v=2019.4.10_4.19.44,2015,original
5593,MERCEDES-BENZ,CLA-CLASS,CLA 250,sedan,20900,40916,cdnblob.carvana.io/2000272588/post-large/normalized/cropped/2000272588-edc-02.jpg?v=2019.4.3_3.36.23,2015,original
5594,ACURA,ILX,ILX,sedan,14800,64240,cdnblob.carvana.io/2000269950/post-large/normalized/cropped/2000269950-edc-02.jpg?v=2019.4.11_19.15.59,2015,original
5595,CHRYSLER,300,300S,sedan,20500,30069,cdnblob.carvana.io/2000266431/post-large/normalized/cropped/2000266431-edc-02.jpg?v=2019.3.21_10.15.57,2017,original
5596,NISSAN,ALTIMA,2.5 SR,sedan,14600,42221,cdnblob.carvana.io/2000249960/post-large/normalized/cropped/2000249960-edc-02.jpg?v=2019.3.28_18.34.59,2016,original
5597,NISSAN,ALTIMA,2.5 SL,sedan,15700,22095,cdnblob.carvana.io/2000255884/post-large/normalized/cropped/2000255884-edc-02.jpg?v=2019.2.27_1.13.14,2015,original
5598,SUBARU,LEGACY,2.5i Limited,sedan,20300,33372,cdnblob.carvana.io/2000245131/post-large/normalized/cropped/2000245131-edc-02.jpg?v=2019.2.6_15.52.24,2017,original
5599,HYUNDAI,SONATA,GLS,sedan,10500,54070,cdnblob.carvana.io/2000225762/post-large/normalized/cropped/2000225762-edc-02.jpg?v=2019.4.12_12.48.10,2011,original
5600,NISSAN,ALTIMA,2.5 SL,sedan,16500,37740,cdnblob.carvana.io/2000219100/post-large/normalized/cropped/2000219100-edc-02.jpg?v=2019.3.8_20.42.0,2016,original
5601,NISSAN,ALTIMA,2.5 SL,sedan,16400,18739,cdnblob.carvana.io/2000219761/post-large/normalized/cropped/2000219761-edc-02.jpg?v=2019.1.8_17.7.46,2015,original
5602,NISSAN,ALTIMA,2.5 SL,sedan,15600,35375,cdnblob.carvana.io/2000216161/post-large/normalized/cropped/2000216161-edc-02.jpg?v=2018.12.29_2.1.27,2016,original
5603,NISSAN,ALTIMA,2.5 SL,sedan,15800,38506,cdnblob.carvana.io/2000213434/post-large/normalized/cropped/2000213434-edc-02.jpg?v=2019.2.2_23.18.41,2016,original
5604,MERCEDES-BENZ,C-CLASS,C 300 4MATIC,sedan,35400,8949,cdnblob.carvana.io/2000195316/post-large/2000195316-edc-02-search.jpg?v=2018.11.17_17.39.0,2018,original
5605,FORD,FOCUS,SE,sedan,9800,47714,cdnblob.carvana.io/2000231332/post-large/normalized/cropped/2000231332-edc-02.jpg?v=2019.1.17_10.47.42,2014,original
5606,FORD,FUSION,SE,sedan,17100,8596,cdnblob.carvana.io/2000289684/post-large/normalized/cropped/2000289684-edc-02.jpg?v=2019.4.12_6.6.5,2017,original
5607,TOYOTA,COROLLA,L,sedan,15600,18159,cdnblob.carvana.io/2000292014/post-large/normalized/cropped/2000292014-edc-02.jpg?v=2019.4.13_18.35.12,2018,original
5608,BUICK,LACROSSE,Essence,sedan,21800,14722,cdnblob.carvana.io/2000288171/post-large/normalized/cropped/2000288171-edc-02.jpg?v=2019.4.11_20.53.49,2018,original
5609,FORD,FUSION,SE,sedan,15000,44742,cdnblob.carvana.io/2000241184/post-large/normalized/cropped/2000241184-edc-02.jpg?v=2019.4.12_6.4.53,2016,original
5610,CHEVROLET,CRUZE,LT,sedan,16700,3832,cdnblob.carvana.io/2000287289/post-large/normalized/cropped/2000287289-edc-02.jpg?v=2019.4.10_7.52.56,2018,original
5611,MERCEDES-BENZ,C-CLASS,C 300 4MATIC,sedan,24700,25807,cdnblob.carvana.io/2000286836/post-large/normalized/cropped/2000286836-edc-02.jpg?v=2019.4.11_22.56.22,2016,original
5612,MERCEDES-BENZ,C-CLASS,C 300 4MATIC,sedan,23100,40045,cdnblob.carvana.io/2000284591/post-large/normalized/cropped/2000284591-edc-02.jpg?v=2019.4.12_4.1.23,2016,original
5613,NISSAN,SENTRA,SV,sedan,15200,5986,cdnblob.carvana.io/2000291200/post-large/normalized/cropped/2000291200-edc-02.jpg?v=2019.4.11_15.0.54,2017,original
5614,HYUNDAI,GENESIS,5.0,sedan,25200,42372,cdnblob.carvana.io/2000284474/post-large/normalized/cropped/2000284474-edc-02.jpg?v=2019.4.11_6.57.59,2015,original
5615,VOLKSWAGEN,JETTA,2.0L TDI,sedan,11800,47822,cdnblob.carvana.io/2000290806/post-large/normalized/cropped/2000290806-edc-02.jpg?v=2019.4.10_7.20.14,2013,original
5616,HYUNDAI,SONATA HYBRID,SE,sedan,14400,53443,cdnblob.carvana.io/2000288825/post-large/normalized/cropped/2000288825-edc-02.jpg?v=2019.4.11_8.19.16,2016,original
5617,KIA,OPTIMA HYBRID,Premium,sedan,20100,161,cdnblob.carvana.io/2000286056/post-large/normalized/cropped/2000286056-edc-02.jpg?v=2019.4.9_7.8.9,2017,original
5618,HONDA,CIVIC,LX,sedan,19000,10710,cdnblob.carvana.io/2000285953/post-large/normalized/cropped/2000285953-edc-02.jpg?v=2019.4.11_17.39.13,2018,original
5619,KIA,OPTIMA,LX,sedan,17500,13758,cdnblob.carvana.io/2000276452/post-large/normalized/cropped/2000276452-edc-02.jpg?v=2019.4.11_4.36.29,2018,original
5620,NISSAN,VERSA,SV,sedan,11500,37086,cdnblob.carvana.io/2000289189/post-large/normalized/cropped/2000289189-edc-02.jpg?v=2019.4.12_6.6.31,2017,original
5621,CHEVROLET,MALIBU,LT,sedan,15200,40886,cdnblob.carvana.io/2000289337/post-large/normalized/cropped/2000289337-edc-02.jpg?v=2019.4.10_9.10.10,2017,original
5622,HYUNDAI,SONATA PLUG-IN HY...,Sonata Plug-in Hybrid,sedan,16300,22426,cdnblob.carvana.io/2000282781/post-large/normalized/cropped/2000282781-edc-02.jpg?v=2019.4.9_3.36.30,2016,original
5623,NISSAN,VERSA,SV,sedan,11400,39606,cdnblob.carvana.io/2000287716/post-large/normalized/cropped/2000287716-edc-02.jpg?v=2019.4.11_2.48.14,2017,original
5624,BMW,3 SERIES,328i,sedan,18900,41715,cdnblob.carvana.io/2000284073/post-large/normalized/cropped/2000284073-edc-02.jpg?v=2019.4.10_4.19.56,2015,original
5625,CHEVROLET,IMPALA,LT,sedan,18700,35873,cdnblob.carvana.io/2000282997/post-large/normalized/cropped/2000282997-edc-02.jpg?v=2019.4.10_20.9.46,2018,original
5626,FORD,FUSION,SE Hybrid,sedan,14900,40569,cdnblob.carvana.io/2000289198/post-large/normalized/cropped/2000289198-edc-02.jpg?v=2019.4.12_19.26.17,2018,original
5627,NISSAN,SENTRA,SV,sedan,12900,39184,cdnblob.carvana.io/2000285432/post-large/normalized/cropped/2000285432-edc-02.jpg?v=2019.4.10_20.19.53,2017,original
5628,NISSAN,SENTRA,SV,sedan,12300,29483,cdnblob.carvana.io/2000273633/post-large/normalized/cropped/2000273633-edc-02.jpg?v=2019.4.9_22.13.33,2015,original
5629,BMW,3 SERIES,320i,sedan,18300,36101,cdnblob.carvana.io/2000285946/post-large/normalized/cropped/2000285946-edc-02.jpg?v=2019.4.10_8.59.43,2015,original
5630,VOLKSWAGEN,JETTA,2.0L TDI,sedan,12700,31658,cdnblob.carvana.io/2000285747/post-large/normalized/cropped/2000285747-edc-02.jpg?v=2019.4.10_1.53.30,2013,original
5631,NISSAN,SENTRA,SV,sedan,11700,42464,cdnblob.carvana.io/2000285689/post-large/normalized/cropped/2000285689-edc-02.jpg?v=2019.4.10_21.2.40,2015,original
5632,INFINITI,Q50,3.7,sedan,21900,52782,cdnblob.carvana.io/2000285035/post-large/normalized/cropped/2000285035-edc-02.jpg?v=2019.4.10_1.30.27,2015,original
5633,KIA,FORTE,LX,sedan,12400,28893,cdnblob.carvana.io/2000279114/post-large/normalized/cropped/2000279114-edc-02.jpg?v=2019.4.11_14.55.49,2016,original
5634,INFINITI,Q50,3.7,sedan,22200,18255,cdnblob.carvana.io/2000284978/post-large/normalized/cropped/2000284978-edc-02.jpg?v=2019.4.10_20.12.20,2015,original
5635,INFINITI,Q50,3.0t LUXE,sedan,27500,9012,cdnblob.carvana.io/2000285990/post-large/normalized/cropped/2000285990-edc-02.jpg?v=2019.4.10_1.51.22,2018,original
5636,INFINITI,Q50,3.7,sedan,22200,23071,cdnblob.carvana.io/2000284695/post-large/normalized/cropped/2000284695-edc-02.jpg?v=2019.4.8_18.45.4,2015,original
5637,MERCEDES-BENZ,CLA-CLASS,CLA 250,sedan,21100,38228,cdnblob.carvana.io/2000283783/post-large/normalized/cropped/2000283783-edc-02.jpg?v=2019.4.9_20.18.43,2015,original
5638,FORD,FUSION ENERGI,Plug-In Hybrid SE Luxury,sedan,16300,24758,cdnblob.carvana.io/2000286625/post-large/normalized/cropped/2000286625-edc-02.jpg?v=2019.4.4_16.9.16,2016,original
5639,TOYOTA,COROLLA,SE,sedan,16400,15349,cdnblob.carvana.io/2000284808/post-large/normalized/cropped/2000284808-edc-02.jpg?v=2019.4.9_18.37.30,2017,original
5640,AUDI,A4,Premium,sedan,20900,32250,cdnblob.carvana.io/2000284789/post-large/normalized/cropped/2000284789-edc-02.jpg?v=2019.4.9_19.6.9,2016,original
5641,BMW,4 SERIES,428i Gran,sedan,25700,39199,cdnblob.carvana.io/2000283962/post-large/normalized/cropped/2000283962-edc-02.jpg?v=2019.4.5_9.8.17,2016,original
5642,HONDA,CIVIC,EX,sedan,22100,12,cdnblob.carvana.io/2000285668/post-large/normalized/cropped/2000285668-edc-02.jpg?v=2019.4.3_8.28.26,2018,original
5643,LEXUS,ES,ES 350,sedan,28100,10463,cdnblob.carvana.io/2000284490/post-large/normalized/cropped/2000284490-edc-02.jpg?v=2019.4.12_15.35.1,2016,original
5644,CHEVROLET,IMPALA,LT,sedan,16000,48544,cdnblob.carvana.io/2000286848/post-large/normalized/cropped/2000286848-edc-02.jpg?v=2019.4.10_23.21.19,2017,original
5645,VOLKSWAGEN,PASSAT,1.8T S,sedan,11600,70150,cdnblob.carvana.io/2000281898/post-large/normalized/cropped/2000281898-edc-02.jpg?v=2019.4.8_18.45.42,2016,original
5646,DODGE,CHARGER,R/T,sedan,23800,46164,cdnblob.carvana.io/2000284627/post-large/normalized/cropped/2000284627-edc-02.jpg?v=2019.4.3_23.1.8,2017,original
5647,FORD,FUSION ENERGI,Plug-In Hybrid Titanium,sedan,17100,28469,cdnblob.carvana.io/2000283232/post-large/normalized/cropped/2000283232-edc-02.jpg?v=2019.4.5_4.5.42,2016,original
5648,TOYOTA,COROLLA,SE,sedan,17800,3908,cdnblob.carvana.io/2000284008/post-large/normalized/cropped/2000284008-edc-02.jpg?v=2019.4.3_5.21.5,2018,original
5649,BMW,3 SERIES,328i,sedan,22300,11049,cdnblob.carvana.io/2000283671/post-large/normalized/cropped/2000283671-edc-02.jpg?v=2019.4.8_14.41.20,2015,original
5650,BUICK,VERANO,Leather Group,sedan,15300,45711,cdnblob.carvana.io/2000277975/post-large/normalized/cropped/2000277975-edc-02.jpg?v=2019.4.5_6.36.10,2017,original
5651,JAGUAR,XE,XE 35t R-Sport,sedan,37600,31662,cdnblob.carvana.io/2000281889/post-large/normalized/cropped/2000281889-edc-02.jpg?v=2019.4.10_17.39.22,2017,original
5652,HYUNDAI,ELANTRA,SE,sedan,9700,72976,cdnblob.carvana.io/2000281975/post-large/normalized/cropped/2000281975-edc-02.jpg?v=2019.4.11_23.2.33,2014,original
5653,CHRYSLER,300,300C,sedan,28900,4404,cdnblob.carvana.io/2000282691/post-large/normalized/cropped/2000282691-edc-02.jpg?v=2019.4.3_3.26.0,2018,original
5654,KIA,OPTIMA,S,sedan,16000,35032,cdnblob.carvana.io/2000281190/post-large/normalized/cropped/2000281190-edc-02.jpg?v=2019.4.11_18.31.56,2018,original
5655,KIA,OPTIMA,S,sedan,15900,37284,cdnblob.carvana.io/2000279120/post-large/normalized/cropped/2000279120-edc-02.jpg?v=2019.4.5_0.19.49,2018,original
5656,NISSAN,MAXIMA,Platinum,sedan,24600,27705,cdnblob.carvana.io/2000280648/post-large/normalized/cropped/2000280648-edc-02.jpg?v=2019.4.3_9.5.16,2017,original
5657,CHEVROLET,IMPALA,LT,sedan,16800,44948,cdnblob.carvana.io/2000284376/post-large/normalized/cropped/2000284376-edc-02.jpg?v=2019.4.3_7.15.9,2017,original
5658,VOLKSWAGEN,JETTA,2.0L S,sedan,12700,22464,cdnblob.carvana.io/2000282814/post-large/normalized/cropped/2000282814-edc-02.jpg?v=2019.4.2_23.57.46,2015,original
5659,CHRYSLER,300,300 Limited,sedan,22300,23754,cdnblob.carvana.io/2000271689/post-large/normalized/cropped/2000271689-edc-02.jpg?v=2019.4.3_16.44.28,2018,original
5660,AUDI,A4,Premium Plus,sedan,20500,40174,cdnblob.carvana.io/2000272161/post-large/normalized/cropped/2000272161-edc-02.jpg?v=2019.4.3_15.5.11,2015,original
5661,NISSAN,ALTIMA,3.5 SL,sedan,17400,39058,cdnblob.carvana.io/2000284858/post-large/normalized/cropped/2000284858-edc-02.jpg?v=2019.4.11_18.46.56,2017,original
5662,HYUNDAI,GENESIS,3.8,sedan,21500,37844,cdnblob.carvana.io/2000280819/post-large/normalized/cropped/2000280819-edc-02.jpg?v=2019.4.3_3.38.21,2015,original
5663,CHEVROLET,MALIBU,Eco,sedan,11200,69565,cdnblob.carvana.io/2000281814/post-large/normalized/cropped/2000281814-edc-02.jpg?v=2019.4.3_2.14.31,2013,original
5664,FORD,FUSION,SE,sedan,13800,49814,cdnblob.carvana.io/2000255184/post-large/normalized/cropped/2000255184-edc-02.jpg?v=2019.4.12_19.29.27,2016,original
5665,NISSAN,ALTIMA,2.5 SL,sedan,16100,37048,cdnblob.carvana.io/2000284519/post-large/normalized/cropped/2000284519-edc-02.jpg?v=2019.4.3_19.7.9,2018,original
5666,LEXUS,IS,IS 350,sedan,28700,34632,cdnblob.carvana.io/2000283226/post-large/normalized/cropped/2000283226-edc-02.jpg?v=2019.4.11_23.0.37,2016,original
