id,make,model,trim,type,price,mileage,src,year,image-type
4057,VOLKSWAGEN,PASSAT,1.8T R-Line,sedan,14900,48129,cdnblob.carvana.io/2000275938/post-large/normalized/cropped/2000275938-edc-02.jpg?v=2019.3.30_5.3.30,2017,original
4058,FORD,FUSION,SE Hybrid,sedan,14300,46073,cdnblob.carvana.io/2000274281/post-large/normalized/cropped/2000274281-edc-02.jpg?v=2019.3.28_0.49.56,2017,original
4059,FORD,FUSION,SE Hybrid,sedan,13900,48128,cdnblob.carvana.io/2000276683/post-large/normalized/cropped/2000276683-edc-02.jpg?v=2019.3.28_0.29.29,2017,original
4060,VOLKSWAGEN,PASSAT,1.8T R-Line,sedan,14900,43415,cdnblob.carvana.io/2000270739/post-large/normalized/cropped/2000270739-edc-02.jpg?v=2019.4.2_6.54.34,2017,original
4061,VOLKSWAGEN,PASSAT,1.8T R-Line,sedan,14800,48625,cdnblob.carvana.io/2000276570/post-large/normalized/cropped/2000276570-edc-02.jpg?v=2019.4.9_4.11.47,2017,original
4062,FORD,FUSION,SE Hybrid,sedan,14000,46243,cdnblob.carvana.io/2000276533/post-large/normalized/cropped/2000276533-edc-02.jpg?v=2019.3.22_2.41.41,2017,original
4063,FORD,TAURUS,SE,sedan,17300,14328,cdnblob.carvana.io/2000274609/post-large/normalized/cropped/2000274609-edc-02.jpg?v=2019.3.28_21.6.2,2017,original
4064,VOLKSWAGEN,PASSAT,1.8T R-Line,sedan,14400,46662,cdnblob.carvana.io/2000271692/post-large/normalized/cropped/2000271692-edc-02.jpg?v=2019.3.28_21.28.19,2017,original
4065,FORD,FUSION,SE Hybrid,sedan,14000,46632,cdnblob.carvana.io/2000271687/post-large/normalized/cropped/2000271687-edc-02.jpg?v=2019.3.23_15.47.27,2017,original
4066,TESLA,MODEL S,P90D,sedan,59100,24854,cdnblob.carvana.io/2000266202/post-large/normalized/cropped/2000266202-edc-02.jpg?v=2019.3.14_16.47.22,2015,original
4067,CADILLAC,CTS,2.0 Luxury,sedan,28400,20067,cdnblob.carvana.io/2000260884/post-large/normalized/cropped/2000260884-edc-02.jpg?v=2019.3.14_9.17.14,2018,original
4068,INFINITI,Q70,3.7,sedan,24300,40490,cdnblob.carvana.io/2000266987/post-large/normalized/cropped/2000266987-edc-02.jpg?v=2019.3.16_1.39.31,2016,original
4069,FORD,FIESTA,SE,sedan,11400,35337,cdnblob.carvana.io/2000266687/post-large/normalized/cropped/2000266687-edc-02.jpg?v=2019.3.15_7.20.48,2017,original
4070,VOLKSWAGEN,JETTA,2.0T GLI,sedan,12900,83433,cdnblob.carvana.io/2000262264/post-large/normalized/cropped/2000262264-edc-02.jpg?v=2019.3.26_6.33.58,2014,original
4071,FORD,FUSION,Titanium Hybrid,sedan,17200,43016,cdnblob.carvana.io/2000269121/post-large/normalized/cropped/2000269121-edc-02.jpg?v=2019.3.28_0.32.22,2017,original
4072,FORD,FUSION,SE Hybrid,sedan,13700,46045,cdnblob.carvana.io/2000266671/post-large/normalized/cropped/2000266671-edc-02.jpg?v=2019.3.9_16.57.41,2017,original
4073,FORD,FUSION,SE Hybrid,sedan,13600,48126,cdnblob.carvana.io/2000266672/post-large/normalized/cropped/2000266672-edc-02.jpg?v=2019.3.12_9.16.16,2017,original
4074,NISSAN,ALTIMA,2.5 SV,sedan,14800,44898,cdnblob.carvana.io/2000252911/post-large/normalized/cropped/2000252911-edc-02.jpg?v=2019.3.1_22.30.12,2017,original
4075,NISSAN,ALTIMA,2.5 SV,sedan,14600,42008,cdnblob.carvana.io/2000252916/post-large/normalized/cropped/2000252916-edc-02.jpg?v=2019.3.2_0.24.33,2017,original
4076,NISSAN,ALTIMA,2.5 SV,sedan,14400,43884,cdnblob.carvana.io/2000252957/post-large/normalized/cropped/2000252957-edc-02.jpg?v=2019.2.28_18.10.7,2017,original
4077,NISSAN,ALTIMA,2.5 SV,sedan,14500,43301,cdnblob.carvana.io/2000251348/post-large/normalized/cropped/2000251348-edc-02.jpg?v=2019.2.22_15.8.27,2017,original
4078,NISSAN,ALTIMA,2.5 SL,sedan,15100,42834,cdnblob.carvana.io/2000247859/post-large/normalized/cropped/2000247859-edc-02.jpg?v=2019.2.16_19.25.1,2017,original
4079,TOYOTA,COROLLA,LE,sedan,13800,26772,cdnblob.carvana.io/2000232510/post-large/normalized/cropped/2000232510-edc-02.jpg?v=2019.3.11_23.46.0,2016,original
4080,NISSAN,VERSA,S,sedan,11400,22012,cdnblob.carvana.io/2000232640/post-large/normalized/cropped/2000232640-edc-02.jpg?v=2019.1.29_19.54.54,2017,original
4081,CHEVROLET,MALIBU,LT,sedan,16500,17734,cdnblob.carvana.io/2000226905/post-large/normalized/cropped/2000226905-edc-02.jpg?v=2019.1.17_5.2.17,2018,original
4082,NISSAN,SENTRA,SR Turbo,sedan,17200,6105,cdnblob.carvana.io/2000227656/post-large/normalized/cropped/2000227656-edc-02.jpg?v=2019.1.10_6.25.46,2017,original
4083,NISSAN,VERSA,SV,sedan,12400,15463,cdnblob.carvana.io/2000229852/post-large/normalized/cropped/2000229852-edc-02.jpg?v=2019.1.8_5.37.55,2017,original
4084,ACURA,TLX,3.5,sedan,30300,11077,cdnblob.carvana.io/2000219980/post-large/normalized/cropped/2000219980-edc-02.jpg?v=2019.2.15_20.59.36,2018,original
4085,CHEVROLET,MALIBU,LT,sedan,16900,14110,cdnblob.carvana.io/2000216004/post-large/normalized/cropped/2000216004-edc-02.jpg?v=2018.12.13_21.52.55,2018,original
4086,FORD,FUSION,SE,sedan,14900,21923,cdnblob.carvana.io/2000208810/post-large/normalized/cropped/2000208810-edc-02.jpg?v=2019.2.3_0.30.1,2017,original
4087,FORD,FUSION,SE,sedan,14500,28067,cdnblob.carvana.io/2000201768/post-large/normalized/cropped/2000201768-edc-02.jpg?v=2019.2.3_0.50.49,2016,original
4088,FORD,FUSION,SE,sedan,14500,29532,cdnblob.carvana.io/2000192424/post-large/normalized/cropped/2000192424-edc-02.jpg?v=2019.2.2_23.9.3,2017,original
4089,MERCEDES-BENZ,CLA,CLA 250,sedan,24200,20121,cdnblob.carvana.io/2000289894/post-large/normalized/cropped/2000289894-edc-02.jpg?v=2019.4.12_19.34.6,2016,original
4090,MERCEDES-BENZ,C-CLASS,C 300,sedan,29200,9275,cdnblob.carvana.io/2000259282/post-large/normalized/cropped/2000259282-edc-02.jpg?v=2019.2.28_18.3.14,2017,original
4091,DODGE,CHARGER,SXT,sedan,19000,48887,cdnblob.carvana.io/2000260494/post-large/normalized/cropped/2000260494-edc-02.jpg?v=2019.3.29_7.12.46,2015,original
4092,VOLKSWAGEN,PASSAT,1.8T SEL Premium,sedan,15800,22995,cdnblob.carvana.io/2000246204/post-large/normalized/cropped/2000246204-edc-02.jpg?v=2019.2.12_14.40.27,2015,original
4093,NISSAN,ALTIMA,2.5 SL,sedan,16200,16698,cdnblob.carvana.io/2000236678/post-large/normalized/cropped/2000236678-edc-02.jpg?v=2019.1.19_0.29.14,2015,original
4094,NISSAN,SENTRA,SR,sedan,14900,6694,cdnblob.carvana.io/2000216123/post-large/normalized/cropped/2000216123-edc-02.jpg?v=2019.2.3_0.38.24,2015,original
4095,MERCEDES-BENZ,C-CLASS,C 300 4MATIC,sedan,36100,5335,cdnblob.carvana.io/2000206954/post-large/normalized/cropped/2000206954-edc-02.jpg?v=2019.2.2_23.13.55,2018,original
4096,MERCEDES-BENZ,C-CLASS,C 300,sedan,36200,4978,cdnblob.carvana.io/2000206157/post-large/normalized/cropped/2000206157-edc-02.jpg?v=2019.2.3_1.54.51,2018,original
4097,AUDI,A6,2.0T Premium Plus,sedan,29900,20125,cdnblob.carvana.io/2000275417/post-large/normalized/cropped/2000275417-edc-02.jpg?v=2019.3.28_0.52.21,2016,original
4098,FORD,FUSION,SE,sedan,12100,69810,cdnblob.carvana.io/2000258818/post-large/normalized/cropped/2000258818-edc-02.jpg?v=2019.4.12_4.6.26,2014,original
4099,LINCOLN,CONTINENTAL,Select,sedan,30600,11420,cdnblob.carvana.io/2000247851/post-large/normalized/cropped/2000247851-edc-02.jpg?v=2019.2.19_4.31.23,2017,original
4100,HYUNDAI,GENESIS,3.8,sedan,24700,24060,cdnblob.carvana.io/2000288482/post-large/normalized/cropped/2000288482-edc-02.jpg?v=2019.4.12_14.57.54,2016,original
4101,HYUNDAI,ELANTRA,SE,sedan,17800,10541,cdnblob.carvana.io/2000284577/post-large/normalized/cropped/2000284577-edc-02.jpg?v=2019.4.13_15.43.2,2017,original
4102,VOLKSWAGEN,JETTA,1.4T S,sedan,12900,25122,cdnblob.carvana.io/2000289455/post-large/normalized/cropped/2000289455-edc-02.jpg?v=2019.4.12_12.53.7,2016,original
4103,NISSAN,SENTRA,FE+ S,sedan,14500,5236,cdnblob.carvana.io/2000288827/post-large/normalized/cropped/2000288827-edc-02.jpg?v=2019.4.12_7.57.47,2016,original
4104,HYUNDAI,SONATA,SE,sedan,17200,14976,cdnblob.carvana.io/2000288560/post-large/normalized/cropped/2000288560-edc-02.jpg?v=2019.4.12_4.34.50,2018,original
4105,KIA,FORTE,LX,sedan,14600,16271,cdnblob.carvana.io/2000288451/post-large/normalized/cropped/2000288451-edc-02.jpg?v=2019.4.12_3.56.30,2018,original
4106,VOLKSWAGEN,JETTA,1.4T S,sedan,14100,14084,cdnblob.carvana.io/2000290992/post-large/normalized/cropped/2000290992-edc-02.jpg?v=2019.4.11_23.0.30,2017,original
4107,NISSAN,VERSA,SV,sedan,11400,46497,cdnblob.carvana.io/2000287872/post-large/normalized/cropped/2000287872-edc-02.jpg?v=2019.4.12_19.3.3,2017,original
4108,CHEVROLET,IMPALA,LT,sedan,18100,41530,cdnblob.carvana.io/2000292236/post-large/normalized/cropped/2000292236-edc-02.jpg?v=2019.4.10_23.16.26,2018,original
4109,TOYOTA,CAMRY,L,sedan,22600,9104,cdnblob.carvana.io/2000289745/post-large/normalized/cropped/2000289745-edc-02.jpg?v=2019.4.11_19.50.24,2018,original
4110,CHEVROLET,MALIBU,LT,sedan,18100,13735,cdnblob.carvana.io/2000286862/post-large/normalized/cropped/2000286862-edc-02.jpg?v=2019.4.11_18.32.12,2018,original
4111,NISSAN,VERSA,S Plus,sedan,14400,465,cdnblob.carvana.io/2000283667/post-large/normalized/cropped/2000283667-edc-02.jpg?v=2019.4.12_19.27.59,2018,original
4112,LEXUS,IS,IS 200t,sedan,21900,35845,cdnblob.carvana.io/2000286680/post-large/normalized/cropped/2000286680-edc-02.jpg?v=2019.4.12_13.30.56,2016,original
4113,TOYOTA,COROLLA,SE,sedan,16800,13678,cdnblob.carvana.io/2000288181/post-large/normalized/cropped/2000288181-edc-02.jpg?v=2019.4.11_7.0.48,2017,original
4114,CHEVROLET,IMPALA,Premier,sedan,18100,57551,cdnblob.carvana.io/2000288625/post-large/normalized/cropped/2000288625-edc-02.jpg?v=2019.4.10_15.5.37,2017,original
4115,INFINITI,Q50,3.0t LUXE,sedan,27800,8808,cdnblob.carvana.io/2000284624/post-large/normalized/cropped/2000284624-edc-02.jpg?v=2019.4.10_7.7.48,2018,original
4116,VOLKSWAGEN,JETTA,1.4T S,sedan,14400,19639,cdnblob.carvana.io/2000288432/post-large/normalized/cropped/2000288432-edc-02.jpg?v=2019.4.6_6.3.42,2017,original
4117,MAZDA,MAZDA6,I Grand Touring,sedan,22600,2807,cdnblob.carvana.io/2000282658/post-large/normalized/cropped/2000282658-edc-02.jpg?v=2019.4.8_23.50.52,2016,original
4118,HYUNDAI,GENESIS,3.8,sedan,22900,40574,cdnblob.carvana.io/2000289756/post-large/normalized/cropped/2000289756-edc-02.jpg?v=2019.4.15_17.22.33,2016,original
4119,HYUNDAI,ACCENT,SE,sedan,11600,38689,cdnblob.carvana.io/2000282041/post-large/normalized/cropped/2000282041-edc-02.jpg?v=2019.4.13_15.36.26,2017,original
4120,HYUNDAI,SONATA,SEL,sedan,18300,17395,cdnblob.carvana.io/2000286071/post-large/normalized/cropped/2000286071-edc-02.jpg?v=2019.4.12_13.2.44,2018,original
4121,VOLKSWAGEN,JETTA,2.0L TDI,sedan,12600,39117,cdnblob.carvana.io/2000284863/post-large/normalized/cropped/2000284863-edc-02.jpg?v=2019.4.10_0.32.12,2014,original
4122,HYUNDAI,ELANTRA,SE,sedan,12600,45158,cdnblob.carvana.io/2000286562/post-large/normalized/cropped/2000286562-edc-02.jpg?v=2019.4.10_21.56.36,2017,original
4123,AUDI,A3,2.0T Premium,sedan,22500,12353,cdnblob.carvana.io/2000283387/post-large/normalized/cropped/2000283387-edc-02.jpg?v=2019.4.5_8.1.39,2016,original
4124,NISSAN,SENTRA,SL,sedan,15700,3105,cdnblob.carvana.io/2000285859/post-large/normalized/cropped/2000285859-edc-02.jpg?v=2019.4.6_6.12.28,2017,original
4125,MERCEDES-BENZ,C-CLASS,C 300,sedan,24100,41030,cdnblob.carvana.io/2000284544/post-large/normalized/cropped/2000284544-edc-02.jpg?v=2019.4.9_19.8.2,2016,original
4126,MERCEDES-BENZ,CLA,CLA 250,sedan,21500,49494,cdnblob.carvana.io/2000281647/post-large/normalized/cropped/2000281647-edc-02.jpg?v=2019.4.10_1.25.43,2016,original
4127,KIA,RIO,LX,sedan,10200,49055,cdnblob.carvana.io/2000282848/post-large/normalized/cropped/2000282848-edc-02.jpg?v=2019.4.11_14.37.13,2016,original
4128,HYUNDAI,SONATA,Sport,sedan,13000,65456,cdnblob.carvana.io/2000283985/post-large/normalized/cropped/2000283985-edc-02.jpg?v=2019.4.11_21.47.41,2015,original
4129,TOYOTA,CAMRY,SE,sedan,23200,13816,cdnblob.carvana.io/2000280841/post-large/normalized/cropped/2000280841-edc-02.jpg?v=2019.4.4_18.31.41,2018,original
4130,MERCEDES-BENZ,C-CLASS,C 300,sedan,23200,36200,cdnblob.carvana.io/2000285080/post-large/normalized/cropped/2000285080-edc-02.jpg?v=2019.4.5_19.44.55,2016,original
4131,TOYOTA,COROLLA,LE,sedan,13200,41135,cdnblob.carvana.io/2000283066/post-large/normalized/cropped/2000283066-edc-02.jpg?v=2019.4.9_18.32.32,2016,original
4132,FORD,FUSION,SE,sedan,13100,41881,cdnblob.carvana.io/2000281287/post-large/normalized/cropped/2000281287-edc-02.jpg?v=2019.4.9_17.29.23,2015,original
4133,HYUNDAI,EQUUS,Ultimate,sedan,22500,44744,cdnblob.carvana.io/2000284965/post-large/normalized/cropped/2000284965-edc-02.jpg?v=2019.4.11_6.55.44,2014,original
4134,NISSAN,MAXIMA,SL,sedan,24600,24149,cdnblob.carvana.io/2000274753/post-large/normalized/cropped/2000274753-edc-02.jpg?v=2019.4.12_12.53.21,2018,original
4135,HYUNDAI,SONATA,Sonata,sedan,13400,50567,cdnblob.carvana.io/2000281533/post-large/normalized/cropped/2000281533-edc-02.jpg?v=2019.4.10_4.11.45,2017,original
4136,HYUNDAI,ELANTRA,SE Value Edition,sedan,16500,1842,cdnblob.carvana.io/2000284674/post-large/normalized/cropped/2000284674-edc-02.jpg?v=2019.4.2_22.16.30,2017,original
4137,HYUNDAI,ACCENT,SE,sedan,11500,41120,cdnblob.carvana.io/2000277101/post-large/normalized/cropped/2000277101-edc-02.jpg?v=2019.4.5_19.53.11,2017,original
4138,TOYOTA,AVALON,XLE Premium,sedan,23000,37071,cdnblob.carvana.io/2000282222/post-large/normalized/cropped/2000282222-edc-02.jpg?v=2019.4.10_4.15.53,2016,original
4139,HYUNDAI,ELANTRA,SEL,sedan,14100,31713,cdnblob.carvana.io/2000282889/post-large/normalized/cropped/2000282889-edc-02.jpg?v=2019.4.9_17.20.2,2018,original
4140,CHEVROLET,CRUZE,LT,sedan,15100,9721,cdnblob.carvana.io/2000283665/post-large/normalized/cropped/2000283665-edc-02.jpg?v=2019.4.5_17.52.52,2016,original
4141,TOYOTA,COROLLA,SE,sedan,16300,22709,cdnblob.carvana.io/2000271793/post-large/normalized/cropped/2000271793-edc-02.jpg?v=2019.4.9_19.18.13,2018,original
4142,HYUNDAI,ELANTRA,Limited,sedan,17700,9052,cdnblob.carvana.io/2000283967/post-large/normalized/cropped/2000283967-edc-02.jpg?v=2019.4.4_6.23.4,2017,original
4143,NISSAN,ALTIMA,2.5 SL,sedan,15600,49994,cdnblob.carvana.io/2000283564/post-large/normalized/cropped/2000283564-edc-02.jpg?v=2019.4.12_7.18.41,2017,original
4144,KIA,OPTIMA,LX,sedan,13800,31046,cdnblob.carvana.io/2000278258/post-large/normalized/cropped/2000278258-edc-02.jpg?v=2019.4.10_0.51.6,2015,original
4145,BMW,3 SERIES,320i,sedan,18000,48889,cdnblob.carvana.io/2000280396/post-large/normalized/cropped/2000280396-edc-02.jpg?v=2019.4.10_16.21.59,2016,original
4146,NISSAN,VERSA,SV,sedan,11000,53285,cdnblob.carvana.io/2000280630/post-large/normalized/cropped/2000280630-edc-02.jpg?v=2019.4.12_5.39.1,2017,original
4147,NISSAN,SENTRA,SR,sedan,13100,35946,cdnblob.carvana.io/2000279710/post-large/normalized/cropped/2000279710-edc-02.jpg?v=2019.4.3_15.0.28,2015,original
4148,FORD,FOCUS,SE,sedan,11800,44176,cdnblob.carvana.io/2000281457/post-large/normalized/cropped/2000281457-edc-02.jpg?v=2019.4.9_11.46.2,2017,original
4149,FORD,FUSION,SE Hybrid,sedan,14400,48215,cdnblob.carvana.io/2000281188/post-large/normalized/cropped/2000281188-edc-02.jpg?v=2019.4.9_13.28.33,2017,original
4150,SUBARU,LEGACY,2.5i Limited,sedan,24500,17074,cdnblob.carvana.io/2000283003/post-large/normalized/cropped/2000283003-edc-02.jpg?v=2019.4.10_13.7.24,2018,original
4151,NISSAN,ALTIMA,2.5 S,sedan,15500,48023,cdnblob.carvana.io/2000282352/post-large/normalized/cropped/2000282352-edc-02.jpg?v=2019.4.11_3.22.44,2017,original
4152,NISSAN,VERSA,SV,sedan,11100,45391,cdnblob.carvana.io/2000281455/post-large/normalized/cropped/2000281455-edc-02.jpg?v=2019.4.11_13.0.20,2017,original
4153,HYUNDAI,ELANTRA,SE,sedan,11800,37852,cdnblob.carvana.io/2000261347/post-large/normalized/cropped/2000261347-edc-02.jpg?v=2019.4.3_20.41.17,2015,original
4154,LINCOLN,MKZ,Premiere,sedan,21300,28442,cdnblob.carvana.io/2000280378/post-large/normalized/cropped/2000280378-edc-02.jpg?v=2019.4.1_19.29.14,2017,original
4155,NISSAN,ALTIMA,2.5 SL,sedan,16200,37372,cdnblob.carvana.io/2000273655/post-large/normalized/cropped/2000273655-edc-02.jpg?v=2019.4.3_0.33.50,2018,original
4156,FORD,TAURUS,SHO,sedan,22000,42497,cdnblob.carvana.io/2000279712/post-large/normalized/cropped/2000279712-edc-02.jpg?v=2019.4.8_14.52.3,2015,original
4157,INFINITI,Q50,3.7 Premium,sedan,21000,26134,cdnblob.carvana.io/2000281819/post-large/normalized/cropped/2000281819-edc-02.jpg?v=2019.3.29_15.13.47,2015,original
4158,AUDI,A6,2.0T Premium Plus,sedan,29000,24738,cdnblob.carvana.io/2000281787/post-large/normalized/cropped/2000281787-edc-02.jpg?v=2019.4.5_3.49.54,2016,original
4159,CHEVROLET,CRUZE,LS,sedan,12900,38752,cdnblob.carvana.io/2000271607/post-large/normalized/cropped/2000271607-edc-02.jpg?v=2019.3.30_11.25.17,2018,original
4160,HONDA,ACCORD,Sport,sedan,15300,60667,cdnblob.carvana.io/2000280734/post-large/normalized/cropped/2000280734-edc-02.jpg?v=2019.4.5_16.12.2,2014,original
4161,LEXUS,IS,IS 250,sedan,19100,63721,cdnblob.carvana.io/2000283856/post-large/normalized/cropped/2000283856-edc-02.jpg?v=2019.4.2_14.42.17,2015,original
4162,VOLKSWAGEN,JETTA,1.4T SE,sedan,15200,30421,cdnblob.carvana.io/2000281839/post-large/normalized/cropped/2000281839-edc-02.jpg?v=2019.4.2_0.0.57,2017,original
4163,MAZDA,MAZDA6,Touring,sedan,16700,44525,cdnblob.carvana.io/2000279294/post-large/normalized/cropped/2000279294-edc-02.jpg?v=2019.4.2_9.7.36,2017,original
4164,CHEVROLET,MALIBU,LT,sedan,15500,34360,cdnblob.carvana.io/2000275895/post-large/normalized/cropped/2000275895-edc-02.jpg?v=2019.4.10_4.28.5,2016,original
4165,BMW,5 SERIES,550i,sedan,40300,16976,cdnblob.carvana.io/2000273050/post-large/normalized/cropped/2000273050-edc-02.jpg?v=2019.4.2_17.11.4,2016,original
4166,CHEVROLET,MALIBU,LT,sedan,17500,12543,cdnblob.carvana.io/2000279896/post-large/normalized/cropped/2000279896-edc-02.jpg?v=2019.4.3_12.5.7,2017,original
4167,NISSAN,SENTRA,SR Turbo,sedan,15800,21170,cdnblob.carvana.io/2000276414/post-large/normalized/cropped/2000276414-edc-02.jpg?v=2019.4.1_15.22.46,2017,original
4168,FORD,FUSION ENERGI,Plug-In Hybrid Titanium,sedan,16000,46166,cdnblob.carvana.io/2000273770/post-large/normalized/cropped/2000273770-edc-02.jpg?v=2019.4.4_19.17.36,2016,original
4169,BMW,3 SERIES,320i,sedan,18700,40119,cdnblob.carvana.io/2000280759/post-large/normalized/cropped/2000280759-edc-02.jpg?v=2019.4.1_19.21.23,2016,original
4170,MITSUBISHI,MIRAGE G4,ES,sedan,12800,4114,cdnblob.carvana.io/2000280321/post-large/normalized/cropped/2000280321-edc-02.jpg?v=2019.4.1_15.42.6,2018,original
4171,MERCEDES-BENZ,CLA-CLASS,CLA 250,sedan,21700,30303,cdnblob.carvana.io/2000279560/post-large/normalized/cropped/2000279560-edc-02.jpg?v=2019.4.2_23.22.39,2015,original
4172,VOLKSWAGEN,JETTA,1.4T S,sedan,13400,35879,cdnblob.carvana.io/2000279247/post-large/normalized/cropped/2000279247-edc-02.jpg?v=2019.4.3_6.58.5,2017,original
4173,HONDA,ACCORD,EX,sedan,19700,17049,cdnblob.carvana.io/2000279112/post-large/normalized/cropped/2000279112-edc-02.jpg?v=2019.4.4_21.50.48,2016,original
4174,DODGE,CHARGER,R/T Scat Pack,sedan,39700,1577,cdnblob.carvana.io/2000271783/post-large/normalized/cropped/2000271783-edc-02.jpg?v=2019.4.10_16.37.22,2018,original
4175,CHRYSLER,200,200C,sedan,15000,40701,cdnblob.carvana.io/2000281132/post-large/normalized/cropped/2000281132-edc-02.jpg?v=2019.4.13_13.18.8,2015,original
4176,HONDA,CIVIC,LX,sedan,14500,19213,cdnblob.carvana.io/2000269494/post-large/normalized/cropped/2000269494-edc-02.jpg?v=2019.4.3_7.56.6,2015,original
4177,HYUNDAI,ACCENT,SE,sedan,11700,37833,cdnblob.carvana.io/2000280640/post-large/normalized/cropped/2000280640-edc-02.jpg?v=2019.4.2_8.39.20,2017,original
4178,HONDA,CIVIC,LX,sedan,11700,77498,cdnblob.carvana.io/2000254789/post-large/normalized/cropped/2000254789-edc-02.jpg?v=2019.4.8_23.52.44,2014,original
4179,MAZDA,MAZDA3,Sport,sedan,14500,42625,cdnblob.carvana.io/2000271669/post-large/normalized/cropped/2000271669-edc-02.jpg?v=2019.4.2_18.50.7,2017,original
4180,BMW,5 SERIES,550i,sedan,36500,33160,cdnblob.carvana.io/2000281733/post-large/normalized/cropped/2000281733-edc-02.jpg?v=2019.3.29_7.49.0,2016,original
4181,FORD,FUSION,SE Hybrid,sedan,14700,45537,cdnblob.carvana.io/2000281144/post-large/normalized/cropped/2000281144-edc-02.jpg?v=2019.3.30_19.44.30,2017,original
4182,MERCEDES-BENZ,E-CLASS,E 250 BlueTEC 4MATIC,sedan,31400,35648,cdnblob.carvana.io/2000277473/post-large/normalized/cropped/2000277473-edc-02.jpg?v=2019.3.28_3.31.27,2016,original
4183,FORD,TAURUS,Limited,sedan,16100,53507,cdnblob.carvana.io/2000280265/post-large/normalized/cropped/2000280265-edc-02.jpg?v=2019.4.3_15.26.37,2017,original
4184,ACURA,TLX,2.4,sedan,18900,52826,cdnblob.carvana.io/2000281574/post-large/normalized/cropped/2000281574-edc-02.jpg?v=2019.4.11_5.7.34,2016,original
4185,CHRYSLER,300,300S,sedan,20700,37332,cdnblob.carvana.io/2000282018/post-large/normalized/cropped/2000282018-edc-02.jpg?v=2019.3.28_1.5.59,2016,original
4186,HONDA,ACCORD,EX,sedan,14400,77286,cdnblob.carvana.io/2000274145/post-large/normalized/cropped/2000274145-edc-02.jpg?v=2019.3.29_4.6.35,2014,original
4187,CHEVROLET,IMPALA,Premier,sedan,20600,35630,cdnblob.carvana.io/2000271780/post-large/normalized/cropped/2000271780-edc-02.jpg?v=2019.4.3_3.11.42,2018,original
4188,TOYOTA,CAMRY,SE,sedan,12300,86460,cdnblob.carvana.io/2000280165/post-large/normalized/cropped/2000280165-edc-02.jpg?v=2019.4.1_19.37.11,2015,original
4189,NISSAN,ALTIMA,2.5 S,sedan,12000,61567,cdnblob.carvana.io/2000277242/post-large/normalized/cropped/2000277242-edc-02.jpg?v=2019.4.2_3.59.9,2013,original
4190,CHRYSLER,300,300 Limited,sedan,21200,24553,cdnblob.carvana.io/2000279098/post-large/normalized/cropped/2000279098-edc-02.jpg?v=2019.4.3_2.51.15,2018,original
4191,HONDA,CIVIC,EX,sedan,12300,52098,cdnblob.carvana.io/2000277339/post-large/normalized/cropped/2000277339-edc-02.jpg?v=2019.4.3_18.10.57,2012,original
4192,NISSAN,SENTRA,S,sedan,10700,61991,cdnblob.carvana.io/2000276552/post-large/normalized/cropped/2000276552-edc-02.jpg?v=2019.4.8_14.39.22,2016,original
4193,TOYOTA,CAMRY,SE,sedan,12600,77271,cdnblob.carvana.io/2000274219/post-large/normalized/cropped/2000274219-edc-02.jpg?v=2019.4.5_16.18.5,2014,original
4194,HONDA,CIVIC,LX,sedan,15100,49434,cdnblob.carvana.io/2000272677/post-large/normalized/cropped/2000272677-edc-02.jpg?v=2019.3.30_14.43.43,2016,original
4195,MAZDA,MAZDA6,Touring,sedan,15800,50555,cdnblob.carvana.io/2000269747/post-large/normalized/cropped/2000269747-edc-02.jpg?v=2019.4.8_14.28.24,2017,original
4196,BMW,3 SERIES,328i,sedan,16800,68508,cdnblob.carvana.io/2000280171/post-large/normalized/cropped/2000280171-edc-02.jpg?v=2019.3.29_3.52.17,2015,original
4197,NISSAN,ALTIMA,2.5 SL,sedan,18300,16906,cdnblob.carvana.io/2000278015/post-large/normalized/cropped/2000278015-edc-02.jpg?v=2019.4.12_19.42.16,2016,original
4198,FORD,FIESTA,Titanium,sedan,14200,25920,cdnblob.carvana.io/2000280548/post-large/normalized/cropped/2000280548-edc-02.jpg?v=2019.3.29_1.21.14,2018,original
4199,BMW,3 SERIES,320i XDrive,sedan,18300,43664,cdnblob.carvana.io/2000277167/post-large/normalized/cropped/2000277167-edc-02.jpg?v=2019.4.1_13.24.18,2015,original
4200,CHEVROLET,IMPALA,Premier,sedan,20900,30993,cdnblob.carvana.io/2000278899/post-large/normalized/cropped/2000278899-edc-02.jpg?v=2019.4.1_16.57.11,2018,original
4201,CHEVROLET,IMPALA,Premier,sedan,20400,31339,cdnblob.carvana.io/2000278902/post-large/normalized/cropped/2000278902-edc-02.jpg?v=2019.4.5_2.1.37,2018,original
4202,TOYOTA,CAMRY,LE,sedan,17300,33592,cdnblob.carvana.io/2000277976/post-large/normalized/cropped/2000277976-edc-02.jpg?v=2019.4.2_20.55.7,2018,original
4203,FORD,FUSION,Titanium,sedan,17800,37546,cdnblob.carvana.io/2000274966/post-large/normalized/cropped/2000274966-edc-02.jpg?v=2019.4.4_7.43.6,2018,original
4204,CHRYSLER,300,300S,sedan,21800,31432,cdnblob.carvana.io/2000265448/post-large/normalized/cropped/2000265448-edc-02.jpg?v=2019.4.1_18.2.25,2017,original
4205,CHEVROLET,MALIBU,LS,sedan,12600,64597,cdnblob.carvana.io/2000276859/post-large/normalized/cropped/2000276859-edc-02.jpg?v=2019.4.6_1.56.21,2015,original
